"","Index","Sentiment","Mixed","Negative","Neutral","Positive","X1","created_at","source","is_retweet","retweet_count","quote_count","text"
"1",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,1,2020-11-29 23:55:07,"Twitter Web App",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"2",0,"POSITIVE",0.00103888078592718,0.0106906732544303,0.117341428995132,0.87092912197113,2,2020-11-29 23:52:24,"Twitter for iPhone",TRUE,184,NA,"A spectacular reminder (for those who need one) that God can do Anything.  —Huge crash at #BahreinGP. Longtime fans haven’t seen a crash this bad in decades.  And driver emerges Alive!"
"3",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,3,2020-11-29 23:51:26,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"4",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,4,2020-11-29 23:50:56,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"5",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,5,2020-11-29 23:47:18,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"6",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,6,2020-11-29 23:47:09,"Twitter for Android",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"7",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,7,2020-11-29 23:46:04,"Twitter for Android",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"8",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,8,2020-11-29 23:44:26,"Twitter Web App",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"9",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,9,2020-11-29 23:42:17,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"10",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,10,2020-11-29 23:38:24,"Twitter for Android",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"11",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,11,2020-11-29 23:36:59,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"12",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,12,2020-11-29 23:36:47,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"13",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,13,2020-11-29 23:36:27,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"14",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,14,2020-11-29 23:33:51,"Twitter for iPad",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"15",0,"MIXED",0.859139740467072,0.0591777488589287,0.0171452760696411,0.0645372122526169,15,2020-11-29 23:31:30,"Twitter for iPhone",FALSE,0,NA,"After this very scary crash. We are thankful @RGrosjean is okay and for these 2 very brave men helping bring Romain to safety #BahreinGP"
"16",0,"NEGATIVE",0.00229830993339419,0.39947497844696,0.267711222171783,0.330515503883362,16,2020-11-29 23:29:22,"Twitter for Android",FALSE,0,NA,"Can't believe that this is something that @RGrosjean was able to walk away from. This photo truly puts it in to perspective when you think that that is extinguisher powder. Crazy. Crazy. Crazy. #F1 #WeRaceAsOne #BahreinGP #GetWellSoonGrosjean"
"17",0,"NEUTRAL",0.00109806912951171,0.00247279019095004,0.786431431770325,0.209997624158859,17,2020-11-29 23:29:07,"Instagram",FALSE,0,NA,"@grosjeanromain  ready, #bigman  #f1  @f1  thanks #bahrain  #bahraingp  #bahreingp"
"18",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,18,2020-11-29 23:20:22,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"19",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,19,2020-11-29 23:19:20,"Twitter Web App",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"20",0,"POSITIVE",0.00103888078592718,0.0106906732544303,0.117341428995132,0.87092912197113,20,2020-11-29 23:19:10,"Twitter for iPhone",TRUE,184,NA,"A spectacular reminder (for those who need one) that God can do Anything.  —Huge crash at #BahreinGP. Longtime fans haven’t seen a crash this bad in decades.  And driver emerges Alive!"
"21",0,"POSITIVE",0.00043528460082598,0.343959003686905,0.283556461334229,0.372049272060394,21,2020-11-29 23:19:08,"Twitter Web App",FALSE,0,NA,"GOD BLESS THE HALO, My Opinion about Romain Grosjean's Scary crash #BahreinGP - F1 2020 -&gt;"
"22",0,"NEUTRAL",0.271103173494339,0.303117573261261,0.327503442764282,0.0982757806777954,22,2020-11-29 17:13:19,"Twitter Web App",FALSE,0,NA,"@SkySportsF1 Im not crying. im not. i promiss. not even a tear..
oh wait iam
#wtf1 #f12020 #bahreingp"
"23",0,"NEGATIVE",0.0831530764698982,0.750521004199982,0.136529460549355,0.0297964476048946,23,2020-11-29 17:07:52,"Twitter Web App",FALSE,0,NA,"NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO ARE YOU JOKING !!!!! 

#wtf1 #bahreingp"
"24",0,"NEGATIVE",0.000134644389618188,0.831659555435181,0.0867907404899597,0.0814150124788284,24,2020-11-29 14:17:19,"Twitter for Android",FALSE,0,NA,"OMG WHO CRASHED THERE?!?!
They say its Grosjean. Holy damn what a fireball #bahreingp @RGrosjean please be okay #WTF1"
"25",0,"POSITIVE",2.41071629716316e-05,0.000762417388614267,0.395479649305344,0.603733897209167,25,2020-11-29 15:15:41,"Twitter Web App",FALSE,0,NA,"THIS @F1 @fia #BahreinGP #RomainGrosjean #DriverOfTheDay

MAKE IT HAPPEN!
imma vote now ;)"
"26",0,"NEUTRAL",9.96708040474914e-05,0.00123306643217802,0.953035831451416,0.0456314720213413,26,2020-11-29 15:54:29,"Twitter Web App",FALSE,0,NA,"AND ITS GO GO GO #F12020 #BahreinGP"
"27",0,"NEUTRAL",0.000320561579428613,0.0392820574343204,0.957786679267883,0.00261060358025134,27,2020-11-29 17:01:42,"Twitter Web App",FALSE,0,NA,"Checo : Are you guys asleep? Wake up Wake up

Mechanics.

#wtf1 #banter #BahreinGP"
"28",0,"MIXED",0.426473528146744,0.126461133360863,0.425128400325775,0.0219369642436504,28,2020-11-29 16:58:16,"Twitter Web App",FALSE,0,NA,"The only thing right to do. PERIOD
@RGrosjean &lt;3
#wtf1 #f12020 #BahreinGP"
"29",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,29,2020-11-29 23:17:47,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"30",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,30,2020-11-29 23:14:54,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"31",0,"POSITIVE",0.00103888078592718,0.0106906732544303,0.117341428995132,0.87092912197113,31,2020-11-29 23:14:43,"Twitter for iPhone",TRUE,184,NA,"A spectacular reminder (for those who need one) that God can do Anything.  —Huge crash at #BahreinGP. Longtime fans haven’t seen a crash this bad in decades.  And driver emerges Alive!"
"32",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,32,2020-11-29 23:13:13,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"33",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,33,2020-11-29 23:07:45,"Twitter for iPhone",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"34",0,"POSITIVE",2.82191813312238e-05,9.94474394246936e-05,0.00410608807578683,0.995766162872314,34,2020-11-29 15:12:09,"Twitter for iPhone",FALSE,0,NA,"Thank You to all the marshalls and medical crew!! You’re our heroes!! @BAH_Int_Circuit #BahreinGP"
"35",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,35,2020-11-29 23:07:11,"Twitter Web App",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"36",0,"POSITIVE",8.67094277055003e-05,0.000397720257751644,0.110821761190891,0.888693749904633,36,2020-11-29 23:06:36,"Twitter for Android",TRUE,546,NA,"And this is why Daniel Ricciardo continues to be one of my favourite drivers 👏🏼💪🏼 #BahreinGP"
"37",0,"POSITIVE",0.0308461785316467,0.204003646969795,0.31116783618927,0.453982323408127,37,2020-11-29 23:05:22,NA,TRUE,10,NA,"It’s a race to the top of the nightmare tower! No one has made it to level 80!"
